name,muscle,equipment,movement_images,difficulty
Side Plank Elbow to Knee Elbow to Wrist,● Core,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Side-Plank-Elbow-to-Knee-Elbow-to-Wrist.gif,Intermediate
Side Plank Forward Toe Reach,● Core,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Side-Plank-Forward-Toe-Reach.gif,Intermediate
Side Plank Hip Ups,● Core,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Side_Plank_Hip_Ups_Core_Oblique_Exercise_Demo_How-to.gif,Beginner
Side Plank Overhead Toe Reach,● Core,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Side-Plank-Overhead-Toe-Reach.gif,Intermediate
Side to Side Wall Balls,● Core,Medicine Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Side_to_Side_Wall_Balls_Core_Obliques_Ab_Exercise_Demo_How-to.gif,Intermediate
X-Mountain Climbers,● Core,None,https://cdn.fitsw.com/assets/img/exerciseGifs/X_Body_Mountain_Climber.gif,Intermediate
Barbell Wrist Curls,● Forearms,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Wrist_Curls_Exercise_Demo_How-to.gif,Beginner
Dumbbell Lying Pronation,● Forearms,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Lying_Pronation_Wrists_Forearm_Exercise_Demo_How-to.gif,Intermediate
Dumbbell Lying Supination,● Forearms,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Lying_Supination_Wrists_Forearm_Exercise_Demo_How-to.gif,Intermediate
Finger Curls,● Forearms,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Finger_Curls_Forearms_Wrists_Grip_Strength_Exercise_Demo_How-to.gif,Beginner
Palms-Down Dumbbell Wrist Curl Over A Bench,● Forearms,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Palms-Down_Dumbbell_Wrist_Curl_Over_A_Bench_Forearms_Wrists_Grip-Strength_Exercise_Demo_How-to.gif,Beginner
Palms-Down Wrist Curl Over A Bench,● Forearms,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Palms-Down_Wrist_Curl_Over_A_Bench_Wrists_Forearm_Exercise_Demo_How-to.gif,Beginner
Palms-Up Barbell Wrist Curl Over A Bench,● Forearms,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Palms-Up_Barbell_Wrist_Curl_Over_a_Bench_Wrists_Forearm_Grip-Strength_Exercise_Demo_How-to.gif,Beginner
Palms-Up Dumbbell Wrist Curl Over A Bench,● Forearms,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Palms-Up_Dumbbell_Wrist_Curl_Over_A_Bench_Forearms_Wrists_Grip_Exercise_Demo_How-to.gif,Beginner
Plate Pinch,● Forearms,Weight Plate,https://cdn.fitsw.com/assets/img/exerciseGifs/Plate_Pinch_Forearms_Wrist_Grip_Strength_Exercise_Demo_How-to.gif,Intermediate
Seated Dumbbell Palms-Down Wrist Curl,● Forearms,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Dumbbell_Palms-Down_Wrist_Curl_Wrists_Forearm_Exercise_Demo_How-to.gif,Beginner
Seated Palm-Up Barbell Wrist Curl,● Forearms,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Palms_Up_Barbell_Wrist_Curl_Forearm_Wrist_Grip-strength_Exercise_Demo_How-to.gif,Beginner
Seated Palms-Down Barbell Wrist Curl,● Forearms,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Palms-Down_Barbell_Wrist_Curl_Forearm_Wrist_Grip-Strength_Exercise_Demo_How-to.gif,Beginner
Seated Single-Arm Dumbbell Palms-Down Wrist Curl,● Forearms,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl_Wrist_Grip-strength_Forearm_Exercise_Demo_How-to.gif,Intermediate
Seated Two-Arm Palms-Up Low-Pulley Wrist Curl,● Forearms,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Two-Arm_Palms-Up_Low-Pulley_Wrist_Curl_Wrists_Grip-Strength_Forearm_Exercise_Demo_How-to.gif,Beginner
Standing Olympic Plate Hand Squeeze,● Forearms,Weight Plate,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Olympic_Plate_Hand_Squeeze_Forearms_Grip_Strength_Exercise_Demo_How-to.gif,Beginner
Standing Palms-Up Barbell Behind The Back Wrist Curl,● Forearms,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Palms-Up_Barbell_Behind_The_Back_Wrist_Curl_Wrists_Forearm_Exercise_Demo_How-to.gif,Beginner
Wrist Rotations With Straight Bar,● Forearms,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Wrist_Rotations_with_Straight_Bar_Wrists_Grip_Forearm_Exercise_Demo_How-to.gif,Beginner
Banded Hip Hinge Over the Shoulder,● Glutes,Resistance Band,https://cdn.fitsw.com/assets/img/exerciseGifs/BandedHipHinge.gif,Beginner
Banded Hip Hinge with Kettlebell Deadlift,● Glutes,"Kettlebell, Resistance Band",https://cdn.fitsw.com/assets/img/exerciseGifs/BandedHipHingeWithKettleBellDeadlift.gif,Intermediate
Banded Kettlebell Swings,● Glutes,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Banded-Kettlebell-Swings.gif,Advanced
Barbell Glute Bridge,● Glutes,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Glute_Bridge_Exercise_Demo_How-to.gif,Intermediate
Barbell Hip Thrust,● Glutes,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/BarbellHipThrusts.gif,Intermediate
Cable Glute Kickback,● Glutes,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Glute_Kickback_-_Exercise_Demo_How-to.gif,Intermediate
Dumbbell Glute Bridge,● Glutes,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Glute_Bridge_Exercise_Demo_How-to.gif,Intermediate
Glute Bridge,● Glutes,None,https://cdn.fitsw.com/assets/img/exerciseGifs/GluteBridge.gif,Beginner
Glute Cable Kickbacks - Push emphasis,● Glutes,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Glute-Cable-Kickbacks.gif,Intermediate
Glute Kickback,● Glutes,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Glute_Kickback_Leg_Glute_Exercise_Demo_How-to.gif,Beginner
Hip Extension Cable,● Glutes,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Hip_Extension_Leg_Exercise_Demo_How-to.gif,Intermediate
Hip Thrust,● Glutes,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/HipThrusts.gif,Intermediate
Hip Thrusters on Stability Ball,● Glutes,Stability Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Hip_Thrusters_on_Stability_Ball_Hamstrings_Quads_Glute_Exercise_Demo_How-to.gif,Intermediate
Kettlebell Deadlifts,● Glutes,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/KettlebellDeadlift.gif,Intermediate
Kettlebell Hip Hinge Drill,● Glutes,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/KettlebellHipHingeDrill.gif,Beginner
Kettlebell Twisting Hip Hinge,● Glutes,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/KettlebellTwistingHipHinge.gif,Advanced
Kneeling Squat,● Glutes,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Kneeling_Squat_Exercise_Demo_How-to.gif,Advanced
Rainbow,● Glutes,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Rainbow_Glute_Leg_Exercise_Demo_How-to.gif,Intermediate
Resistance Band Deadlift,● Glutes,Resistance Band,https://cdn.fitsw.com/assets/img/exerciseGifs/ResistanceBandDeadlift.gif,Intermediate
Reverse Bench Glute Lift,● Glutes,Bench,https://cdn.fitsw.com/assets/img/exerciseGifs/Reverse-Bench-Glute-Lift.gif,Intermediate
Single Leg Glute Bridge,● Glutes,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Leg_Glute_Bridge_Leg_Exercise_Demo_How-to.gif,Beginner
Stability Ball Banded Prone Heel Drives,● Glutes,Stability Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Stability-Ball-Banded-Prone-Heel-Drives.gif,Intermediate
Standing Glute Kickback,● Glutes,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Glute_Kickback_Leg_Glute_Exercise_Demo_How-to.gif,Beginner
Straight Leg Glute Kickback,● Glutes,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Straight_Leg_Glute_Kickback_Leg_Glute_Exercise_Demo_How-to.gif,Beginner
Straight Leg Glute Raise,● Glutes,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Straight-Leg-Glute-Raise.gif,Intermediate
TRX Glute Raise,● Glutes,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/TRX-Glute-Raise.gif,Intermediate
Weighted Donkey Kicks,● Glutes,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Donkey_Raises_Exercise_Demo_How-to.gif,Intermediate
Ankle Weight Leg Curl,● Hamstrings,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Ankle_Weight_Leg_Curl_Legs_Hamstring_Exercise_Demo_How-to.gif,Beginner
Ball Leg Curls,● Hamstrings,Stability Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Ball_Leg_Curls_Leg_Exercise_Demo_How-to.gif,Beginner
Band Good Morning (Pull Through),● Hamstrings,Resistance Band,https://cdn.fitsw.com/assets/img/exerciseGifs/Band_Good_Morning_Pull_Through_Hamstrings_Lower_back_Leg_Exercise_Demo_How-to.gif,Beginner
Barbell Deadlift,● Hamstrings,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Deadlift_Leg_Exercise_Demo_How-to.gif,Intermediate
Barbell Good Mornings,● Hamstrings,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell-Good-Morning.gif,Intermediate
Barbell Romanian Deadlift,● Hamstrings,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Romanian_Deadlift_Legs_Hamstrings_Exercise_Demo_How-to.gif,Intermediate
Barbell Stiff-Legged Deadlifts,● Hamstrings,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Stiff_Legged_Deadlifts_Hamstrings_-_Exercise_Demo.gif,Intermediate
Dumbbell Clean,● Hamstrings,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Clean_Leg_Exercise_Demo_How-to.gif,Intermediate
Dumbbell Deadlift,● Hamstrings,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Deadlift_Technique_Perfect_Form_Video_Tutorial_Guide.gif,Intermediate
Dumbbell Hamstring Curl,● Hamstrings,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Hamstring_Curl_Legs_Hamstring_Exercise_Demo_How-to.gif,Beginner
Dumbbell Romanian Deadlift,● Hamstrings,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Romanian_Deadlift_Exercise_Demo_How-to.gif,Intermediate
Dumbbell Straight Leg Deadlift,● Hamstrings,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Straight_Leg_Deadlift_Legs_Hamstring_Exercise_Demo_How-to.gif,Intermediate
Floor Glute-Ham Raise,● Hamstrings,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Floor_Glute-Ham_Raise_Legs_Hamstring_Glute_Exercise_Demo_How-to.gif,Intermediate
Hamstring Curls on Stability Ball,● Hamstrings,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Hamstring_Curls_on_Stability_Ball_Legs_Hamstring_Exercise_Demo_How-to.gif,Beginner
Hamstring Curls With Stability Ball (Easy Version),● Hamstrings,Stability Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Hamstring_Curls_with_Stability_Ball_(Easy_Version)_Hamstrings_Leg_Exercise_Demo_How-to.gif,Beginner
Hang Power Snatch Overhead,● Hamstrings,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Hang-Power-Snatch-Overhead.gif,Advanced
Kettlebell Single-Leg Deadlift,● Hamstrings,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/KettleBell_One-Legged_Deadlift_Exercise_Demo_How-to.gif,Intermediate
Kettlebell Suitcase Deadlift,● Hamstrings,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Kettlebell-Suitcase-Deadlift.gif,Intermediate
Kettlebell Sumo Deadlift,● Hamstrings,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Sumo-Kettlebell-Deadlift.gif,Intermediate
Kettlebell Swing,● Hamstrings,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/The_Kettlebell_Swing_for_Beginners_A_Simple_and_Safe_How-To.gif,Intermediate
Lunge Pass Through,● Hamstrings,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Lunge_Pass_Through_Exercise_Demo_How-to.gif,Intermediate
Lying Hamstring Curl Machine,● Hamstrings,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Lying_Hamstring_Curl_Machine_Legs_Hamstring_Exercise_Demo_How-to.gif,Beginner
Mobility Mountain Climbers,● Hamstrings,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Mountain_Climber_Stretch_-_Hip_Mobility.gif,Beginner
Romanian Deadlift From Deficit,● Hamstrings,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Romanian_Deadlift_From_Deficit_Legs_Hamstring_Exercise_Demo_How-to.gif,Intermediate
Romanian Deadlift With Kettlebell,● Hamstrings,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Romanian_Deadlift_with_Kettlebell_Hamstring_Leg_Exercise_Demo_How-to.gif,Intermediate
Seated Hamstring Curl Machine,● Hamstrings,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Seated_Hamstring_Curl_Machine_Hamstring_Leg_Exercise_Demo_How-to.gif,Beginner
Single Leg Dumbbell Deadlift,● Hamstrings,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Leg_Dumbbell_Deadlift_Legs_Hamstring_Exercise_Demo_How-to.gif,Intermediate
Single-Arm Kettlebell Clean,● Hamstrings,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Kettlebell-One-Arm-Clean.gif,Advanced
Single-Arm Kettlebell Swings,● Hamstrings,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/One_Arm_Kettlebell_Swing.gif,Intermediate
Snatch Deadlift,● Hamstrings,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Snatch_Deadlift_Hamstring_Leg_Exercise_Demo_How-to.gif,Intermediate
Standing Leg Curls Cable,● Hamstrings,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Leg_Curls_Cable_Leg_Hamstring_Exercise_Demo_How-to.gif,Beginner
Stiff Leg Power Clean,● Hamstrings,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Stiff-Leg-Power-Clean.gif,Advanced
Stiff Leg Snatch,● Hamstrings,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Stiff-Leg-Snatch.gif,Advanced
Sumo Deadlift,● Hamstrings,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Sumo-Deadlift.gif,Intermediate
Suspended TRX Hamstring Runner,● Hamstrings,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/Suspended_TRX_Hamstring_Runner_Legs_Hamstring_Exercise_Demo_How-to.gif,Intermediate
Suspended TRX Hyperextension,● Hamstrings,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/Suspended_TRX_Hyperextension_Hamstrings_Back_Exercise_Demo_How-to.gif,Intermediate
Suspended TRX Leg Curls,● Hamstrings,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/Suspended_Leg_Curls_Hamstrings_Leg_Exercise_Demo_How-to.gif,Intermediate
Suspended TRX Straight Hip Leg Curls,● Hamstrings,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/Suspended_TRX_Straight_Hip_Leg_Curls_Hamstrings_Leg_Exercise_Demo_How-to.gif,Intermediate
TRX Hamstring Curls,● Hamstrings,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/TRX-Hamstring-Curls.gif,Intermediate
Wheel Leg Curls,● Hamstrings,Ab Wheel,,Intermediate
Wide Stance Stiff-Legged Deadlift,● Hamstrings,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Wide_Stance_Stiff-Legged_Deadlift_Hamstrings_Leg_Exercise_Demo_How-to.gif,Intermediate
Wide Straight Leg Kettlebell Deadlifts,● Hamstrings,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Wide-Straight-Leg-Kettlebell-Deadlifts.gif,Intermediate
Assisted Pull-ups,● Lats Back,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Assisted_Pull-ups_Lats_Back_-_Exercise_Demo.gif,Beginner
Bent-Arm Barbell Pullover,● Lats Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Bent_Arm_Barbell_Pullover_Back_Lat_Exercise_Demo_How-to.gif,Intermediate
Bent-Arm Dumbbell Pullover,● Lats Back,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Bent-ArmDumbbellPullover.gif,Intermediate
Body Weight Supine Row on Hips,● Lats Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Body_Weight_Supine_Row_on_Hips_Lats_Back_Exercise_Demo_How-to.gif,Beginner
Cable Kneeling Lat Pulldown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Kneeling_Lat_Pulldown_Lats_Back_-_Exercise_Demo.gif,Beginner
Cable Seated Lat Pushdown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Cable_Seated_Lat_Pushdown_Back_Lat_Exercise_Demo_How-to.gif,Beginner
Chin-ups,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Chin_Ups_-_Biceps_Lats_Outer_Back_Exercise_Demo_How-to.gif,Intermediate
Crunches,● Lats Back,Balance Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Crunches_Exercise_Demo_How-to.gif,Intermediate
Dumbbell Pullovers on Stability Ball,● Lats Back,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Dumbbell_Pullovers_on_Stability_Ball_Exercise_Demo_How-to.gif,Intermediate
Gironda Sternum Chins,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Gironda_Sternum_Chins_Lats_Back_Exercise_Demo_How-to.gif,Intermediate
Kipping Pull-ups,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Kipping-Pull-ups.gif,Intermediate
Kneeling Crossover Cable Reverse Fly,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Kneeling_Crossover_Cable_Reverse_Fly_Exercise_Demo_How-to.gif,Intermediate
L Pull-ups,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/L-Pull-ups.gif,Advanced
Lat Pulldown Machine,● Lats Back,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Lat_Pulldown_Machine_Exercise_Demo_How-to.gif,Beginner
Muscle Up,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Muscle-Up-(Front).gif,Advanced
Neutral-Grip Pull Ups,● Lats Back,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Neutral-Grip_Pull_Ups_Back_Lat_Exercise_Demo_How-to.gif,Intermediate
Overhand Close-Grip Lat Pulldown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/OverhandClose-gripLatPulldown.gif,Beginner
Overhand Medium-Grip Lat Pulldown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/OverhandMedium-gripLatPulldowns.gif,Beginner
Overhand Wide-Grip Lat Pulldown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/OverhandWide-gripLatPulldown.gif,Beginner
Prisoner Pull-ups,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Prisoner-Pull-ups.gif,Intermediate
Pull-ups,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Pullups_(Standard)_Exercise_Demo_How-to.gif,Intermediate
Rocky Pull-ups/Pulldowns,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Rocky_Pull-Ups_Lats_Back_Exercise_Demo_How-to.gif,Intermediate
Rope Straight-Arm Pulldown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Rope_Straight_Arm_Pulldown_Back_Lat_Exercise_Demo_How-to.gif,Beginner
Shotgun Row,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Shotgun_Row_Back_Lat_Exercise_Demo_How-to.gif,Beginner
Side To Side Chins,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Side-To-Side_Chins_-_BackArmChest_-_Exercise_Demo_How-to.gif,Intermediate
Single Arm Lat Pulldowns,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Single_Arm_Lat_Pulldowns_Lats_Back_Exercise_Demo_How-to.gif,Beginner
Single Side Lat Pulldown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Single-Side-Lat-Pulldown.gif,Beginner
Straight Bar Lat Pushdowns,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Standing_Lat_Pushdowns_Exercise_Demo_How-to.gif,Beginner
Straight-Arm Pulldown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Straight-Arm_Pulldown_Lats_Back_Exercise_Demo_How-to.gif,Beginner
TRX Straight-Arm Lat Pulldown,● Lats Back,TRX,https://cdn.fitsw.com/assets/img/exerciseGifs/TRX-Straight-Arm-Lat-Pulldown.gif,Advanced
Underhand Cable Pulldowns,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Underhand_Cable_Pulldowns_Lats_Back_Exercise_Demo_How-to.gif,Beginner
Underhand Close-Grip Lat Pulldown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/UnderhandClose-gripLatPulldown.gif,Beginner
Underhand Medium-Grip Lat Pulldown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/UnderhandMedium-gripLatPulldowns.gif,Beginner
V-Bar Lat Pulldown,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Close_Grip_Pulldowns_Lats_Back_Exercise_Demo_How-to.gif,Beginner
V-Bar Pull-ups,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/V-Bar_Pullup_Exercise_Demo_How-to.gif,Intermediate
Wide-grip Pull-ups,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Wide-grip-Pull-ups.gif,Intermediate
Wide-Grip Rear Pull-ups,● Lats Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Wide_Grip_Rear_Pull-Up_Exercise_Demo_How-to.gif,Intermediate
X Pull Down,● Lats Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Complete_X_Pull_Down_Lats_Back_Rear-Shoulder_Exercise_Demo_How-to.gif,Intermediate
Alternating Supermans,● Lower Back,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Alternating_Superman_Exercise_Demo_How-to.gif,Beginner
Back Extension On Stability Ball,● Lower Back,Stability Ball,https://cdn.fitsw.com/assets/img/exerciseGifs/Back_Extension_On_Stability_Ball_Core_Back_Exercise_Demo_How-to.gif,Intermediate
Back Extensions 45 Degree Arms Crossed,● Lower Back,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/Hyperextensions_(Back_Extensions)_Core_Lower_Back_Exercise_Demo_How-to.gif,Beginner
Back Extensions 45 Degree Arms Outstretched,● Lower Back,Machine,https://cdn.fitsw.com/assets/img/exerciseGifs/45_Degree_Back_Extensions_Exercise_Demo_How-to.gif,Beginner
Back Extensions 45 Degree with Weight,● Lower Back,"Machine, Weight Plate",https://cdn.fitsw.com/assets/img/exerciseGifs/BackextensionWithWeight.gif,Intermediate
Barbell Seated Good Mornings,● Lower Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Seated_Good_Morning_Lower_Back_Exercise_Demo_How-to.gif,Intermediate
Deadlift With Bands,● Lower Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Deadlift_With_Bands_Lower_Back_Hamstrings_Leg_Exercise_Demo_How-to.gif,Advanced
Deadlift With Chains,● Lower Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Deadlift_with_Chains_Lower_Back_Hamstring_Exercise_Demo_How-to.gif,Advanced
Deficit Deadlift,● Lower Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Deficit_Deadlift_Lower_Back_Hamstring_Exercise_Demo_How-to.gif,Intermediate
Rack Pulls,● Lower Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Rack_Pulls_Lower_Back_Legs_Exercise_Demo_How-to.gif,Intermediate
Stability Ball Banded Reverse Hypertensions,● Lower Back,"Elastic Bands, Stability Ball",https://cdn.fitsw.com/assets/img/exerciseGifs/Stability-Ball-Banded-Reverse-Hypertensions.gif,Intermediate
Supermans,● Lower Back,None,https://cdn.fitsw.com/assets/img/exerciseGifs/Superman_Back_and_Core_Exercise_Demo_How-to.gif,Beginner
1/2 Kneeling Row,● Middle Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/12_Kneeling_Single_Arm_Cable_Row_Exercise_Demo_How-to.gif,Beginner
Alternating Renegade Row,● Middle Back,Kettlebell,https://cdn.fitsw.com/assets/img/exerciseGifs/Alternating_Renegade_Row_Middle_Back_Exercise_Demo_How-to.gif,Advanced
Barbell Close Grip Bent over Row,● Middle Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Barbell_Close_Grip_Bent_over_Row_Back_Exercise_Demo_How-to.gif,Intermediate
Bent Over Barbell Row,● Middle Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Bent_Over_Barbell_Row_Exercise_Demo_How-to.gif,Beginner
Bent Over Single-Arm Long Bar Row,● Middle Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Bent_Over_One-Arm_Long_Bar_Row_Middle_Back_Exercise_Demo_How-to.gif,Beginner
Bent Over Two-Arm Long Bar Row,● Middle Back,Barbell,https://cdn.fitsw.com/assets/img/exerciseGifs/Bent_Over_Two-arm_Long_Bar_Row_Middle_Back_Exercise_Demo_How-to.gif,Intermediate
Bent Over Two-Dumbbell Row With Palms In,● Middle Back,Dumbbells,https://cdn.fitsw.com/assets/img/exerciseGifs/Bent_Over_Two-Dumbbell_Row_Middle_Back_-_Exercise_Demo.gif,Beginner
Bodyweight Mid Row,● Middle Back,Pull-up Bar,https://cdn.fitsw.com/assets/img/exerciseGifs/Bodyweight_Mid_Row_Exercise_Demo_How-to.gif,Advanced
Cable Bent Over Row,● Middle Back,Cable,https://cdn.fitsw.com/assets/img/exerciseGifs/Bent_Over_Cable_Rows_Exercise_Demo_How-to.gif,Intermediate
